ID,Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5
1935,AC Bedade (INDIA),1994-1994,13,0,0,0,0,0,0,0,0,0,0
1936,MD Bell (NZ),1998-2001,7,0,0,0,0,0,0,0,0,0,0
1937,MR Benson (ENG),1986-1986,1,0,0,0,0,0,0,0,0,0,0
1938,AR Berenger (UAE),2014-2015,10,0,0,0,0,0,0,0,0,0,0
1939,B Bhandari (NEPAL),2019-2019,3,0,0,0,0,0,0,0,0,0,0
1940,M Bhanuka (SL),2019-2019,1,0,0,0,0,0,0,0,0,0,0
1941,RA Bhatti (CAN),2011-2011,1,0,0,0,0,0,0,0,0,0,0
1942,IS Billcliff (CAN),2003-2009,19,0,0,0,0,0,0,0,0,0,0
1943,SW Billings (ENG),2015-2018,15,0,0,0,0,0,0,0,0,0,0
1944,GA Bishop (AUS),1987-1987,2,0,0,0,0,0,0,0,0,0,0
1945,TE Blain (NZ),1986-1994,38,0,0,0,0,0,0,0,0,0,0
1946,G Blakeney (BMUDA),2009-2009,2,0,0,0,0,0,0,0,0,0,0
1947,RJ Blakey (ENG),1992-1993,3,0,0,0,0,0,0,0,0,0,0
1948,LE Bosman (Afr/SA),2006-2010,14,0,0,0,0,0,0,0,0,0,0
1949,MV Boucher (Afr/SA),1998-2011,295,0,0,0,0,0,0,0,0,0,0
1950,DM Bravo (WI),2009-2019,110,0,0,0,0,0,0,0,0,0,0
1951,JP Bray (IRE),2006-2007,15,0,0,0,0,0,0,0,0,0,0
1952,JM Brearley (ENG),1977-1980,25,0,0,0,0,0,0,0,0,0,0
1953,GA Briant (ZIM),1993-1993,5,0,0,0,0,0,0,0,0,0,0
1954,NT Broom (NZ),2009-2017,39,0,0,0,0,0,0,0,0,0,0
1955,RD Brown (ZIM),1983-1987,7,0,0,0,0,0,0,0,0,0,0
1956,CO Browne (WI),1995-2005,46,0,0,0,0,0,0,0,0,0,0
1957,PA Browne (WI),2008-2008,5,0,0,0,0,0,0,0,0,0,0
1958,DG Brownlie (NZ),2012-2017,16,0,0,0,0,0,0,0,0,0,0
1959,GK Bruk-Jackson (ZIM),1993-1993,1,0,0,0,0,0,0,0,0,0,0
1960,JA Burns (AUS),2015-2015,6,0,0,0,0,0,0,0,0,0,0
1961,AR Butcher (ENG),1980-1980,1,0,0,0,0,0,0,0,0,0,0
1962,RO Butcher (ENG),1980-1981,3,0,0,0,0,0,0,0,0,0,0
1963,JC Buttler (ENG),2012-2019,142,0,0,0,0,0,0,0,0,0,0
1964,AF Buurman (NL),2007-2011,17,0,0,0,0,0,0,0,0,0,0
1965,RJ Campbell (AUS),2002-2002,2,0,0,0,0,0,0,0,0,0,0
1966,AT Carey (AUS),2018-2019,29,0,0,0,0,0,0,0,0,0,0
1967,SV Carlisle (ZIM),1995-2005,111,0,0,0,0,0,0,0,0,0,0
1968,C Carter (HKG),2015-2018,11,0,0,0,0,0,0,0,0,0,0
1969,HWR Cartwright (AUS),2017-2017,2,0,0,0,0,0,0,0,0,0,0
1970,JJ Celestine (BMUDA),2007-2008,8,0,0,0,0,0,0,0,0,0,0
1971,RW Chakabva (ZIM),2008-2019,38,0,0,0,0,0,0,0,0,0,0
1972,LD Chandimal (SL),2010-2019,146,0,0,0,0,0,0,0,0,0,0
1973,VB Chandrasekhar (INDIA),1988-1990,7,0,0,0,0,0,0,0,0,0,0
1974,MS Chapman (HKG/NZ),2015-2018,5,0,0,0,0,0,0,0,0,0,0
1975,CJD Chappell (CAN),1979-1979,3,0,0,0,0,0,0,0,0,0,0
1976,BB Chari (ZIM),2015-2019,11,0,0,0,0,0,0,0,0,0,0
1977,CPS Chauhan (INDIA),1978-1981,7,0,0,0,0,0,0,0,0,0,0
1978,M Cheruparambil (HKG),2004-2004,2,0,0,0,0,0,0,0,0,0,0
1979,Chirag Suri (UAE),2018-2019,14,0,0,0,0,0,0,0,0,0,0
1980,DN Chudasama (KENYA),1996-1999,20,0,0,0,0,0,0,0,0,0,0
1981,DR Chumney (CAN),2003-2007,21,0,0,0,0,0,0,0,0,0,0
1982,NE Clarke (NL),1996-1996,5,0,0,0,0,0,0,0,0,0,0
1983,FRJ Coleman (SCOT),2013-2015,16,0,0,0,0,0,0,0,0,0,0
1984,PG Coman (NZ),1973-1974,3,0,0,0,0,0,0,0,0,0,0
1985,AN Cook (ENG),2006-2014,92,0,0,0,0,0,0,0,0,0,0
1986,G Cook (ENG),1981-1983,6,0,0,0,0,0,0,0,0,0,0
1987,SJ Cook (SA),1991-1993,4,0,0,0,0,0,0,0,0,0,0
1988,BN Cooper (NL),2013-2019,8,0,0,0,0,0,0,0,0,0,0
1989,CK Coventry (ZIM),2003-2015,39,0,0,0,0,0,0,0,0,0,0
1990,MC Cowdrey (ENG),1971-1971,1,0,0,0,0,0,0,0,0,0,0
1991,RT Crandon (WI),2009-2009,1,0,0,0,0,0,0,0,0,0,0
1992,JP Crawley (ENG),1994-1999,13,0,0,0,0,0,0,0,0,0,0
1993,FS Crockwell (BMUDA),2009-2009,2,0,0,0,0,0,0,0,0,0,0
1994,MH Cross (SCOT),2014-2019,52,0,0,0,0,0,0,0,0,0,0
1995,V Dahiya (INDIA),2000-2001,19,0,0,0,0,0,0,0,0,0,0
1996,WM Darling (AUS),1978-1982,18,0,0,0,0,0,0,0,0,0,0
1997,SS Das (INDIA),2001-2002,4,0,0,0,0,0,0,0,0,0,0
1998,D Dasgupta (INDIA),2001-2001,5,0,0,0,0,0,0,0,0,0,0
1999,PB Dassanayake (SL),1993-1994,16,0,0,0,0,0,0,0,0,0,0
2000,H Davids (SA),2013-2013,2,0,0,0,0,0,0,0,0,0,0
2001,AG Davies (SCOT),1999-1999,5,0,0,0,0,0,0,0,0,0,0
2002,SG Davies (ZIM),1996-1996,4,0,0,0,0,0,0,0,0,0,0
2003,SM Davies (ENG),2009-2011,8,0,0,0,0,0,0,0,0,0,0
2004,IC Davis (AUS),1974-1977,3,0,0,0,0,0,0,0,0,0,0
2005,JJ Dawood (CAN),2009-2010,2,0,0,0,0,0,0,0,0,0,0
2006,RG de Alwis (SL),1983-1988,31,0,0,0,0,0,0,0,0,0,0
2007,Q de Kock (SA),2013-2019,115,0,0,0,0,0,0,0,0,0,0
2008,MH Denness (ENG),1973-1975,12,0,0,0,0,0,0,0,0,0,0
2009,FA Dennis (CAN),1979-1979,3,0,0,0,0,0,0,0,0,0,0
2010,JH Desai (USA),2004-2004,1,0,0,0,0,0,0,0,0,0,0
2011,SI de Saram (SL),1999-2001,15,0,0,0,0,0,0,0,0,0,0
2012,AM de Silva (SL),1986-1993,4,0,0,0,0,0,0,0,0,0,0
2013,SKL de Silva (SL),1997-1997,11,0,0,0,0,0,0,0,0,0,0
2014,P Dharmani (INDIA),1996-1996,1,0,0,0,0,0,0,0,0,0,0
2015,S Dhawan (INDIA),2010-2019,133,0,0,0,0,0,0,0,0,0,0
2016,HS Dhillon (CAN),2006-2006,2,0,0,0,0,0,0,0,0,0,0
2017,Dhiman Ghosh (BDESH),2008-2008,14,0,0,0,0,0,0,0,0,0,0
2018,N Dickwella (SL),2014-2019,52,0,0,0,0,0,0,0,0,0,0
2019,WP Diepeveen (NL),2011-2011,1,0,0,0,0,0,0,0,0,0,0
2020,SS Dighe (INDIA),2000-2001,23,0,0,0,0,0,0,0,0,0,0
2021,HH Dippenaar (Afr/SA),1999-2007,107,0,0,0,0,0,0,0,0,0,0
2022,MJ Di Venuto (AUS),1997-1997,9,0,0,0,0,0,0,0,0,0,0
2023,K Doriga (PNG),2017-2019,14,0,0,0,0,0,0,0,0,0,0
2024,CRM Douglas (BMUDA),2008-2008,2,0,0,0,0,0,0,0,0,0,0
2025,MW Douglas (NZ),1994-1995,6,0,0,0,0,0,0,0,0,0,0
2026,TM Dowlin (WI),2009-2010,11,0,0,0,0,0,0,0,0,0,0
2027,PR Downton (ENG),1977-1988,28,0,0,0,0,0,0,0,0,0,0
2028,SO Dowrich (WI),2019-2019,1,0,0,0,0,0,0,0,0,0,0
2029,BM Duckett (ENG),2016-2016,3,0,0,0,0,0,0,0,0,0,0
2030,T Duffin (ZIM),2006-2007,23,0,0,0,0,0,0,0,0,0,0
2031,PJL Dujon (WI),1981-1991,169,0,0,0,0,0,0,0,0,0,0
2032,CI Dunusinghe (SL),1995-1995,1,0,0,0,0,0,0,0,0,0,0
2033,GC Dyer (AUS),1986-1988,23,0,0,0,0,0,0,0,0,0,0
2034,J Dyson (AUS),1980-1983,29,0,0,0,0,0,0,0,0,0,0
2035,J Edness (BMUDA),2007-2008,11,0,0,0,0,0,0,0,0,0,0
2036,JH Edrich (ENG),1971-1975,7,0,0,0,0,0,0,0,0,0,0
2037,KA Edwards (WI),2011-2014,16,0,0,0,0,0,0,0,0,0,0
2038,R Edwards (AUS),1972-1975,9,0,0,0,0,0,0,0,0,0,0
2039,SA Edwards (NL),2018-2019,4,0,0,0,0,0,0,0,0,0,0
2040,MTG Elliott (AUS),1997-1997,1,0,0,0,0,0,0,0,0,0,0
2041,PA Emery (AUS),1994-1994,1,0,0,0,0,0,0,0,0,0,0
2042,FM Engineer (INDIA),1974-1975,5,0,0,0,0,0,0,0,0,0,0
2043,CR Ervine (ZIM),2010-2019,93,0,0,0,0,0,0,0,0,0,0
2044,EA Essop-Adam (ZIM),1992-1992,1,0,0,0,0,0,0,0,0,0,0
2045,Fahad Nawaz (UAE),2019-2019,2,0,0,0,0,0,0,0,0,0,0
2046,Fahad Usman (UAE),2004-2004,2,0,0,0,0,0,0,0,0,0,0
2047,Faisal Athar (PAK),2003-2003,1,0,0,0,0,0,0,0,0,0,0
2048,Faruk Ahmed (BDESH),1988-1999,7,0,0,0,0,0,0,0,0,0,0
2049,FY Fazal (INDIA),2016-2016,1,0,0,0,0,0,0,0,0,0,0
2050,CJ Ferguson (AUS),2009-2011,30,0,0,0,0,0,0,0,0,0,0
2051,N Fernandes (UAE),2008-2008,1,0,0,0,0,0,0,0,0,0,0
2052,ER Fernando (SL),1975-1975,3,0,0,0,0,0,0,0,0,0,0
2053,ERNS Fernando (SL),1983-1983,7,0,0,0,0,0,0,0,0,0,0
2054,UNK Fernando (SL),1994-1994,2,0,0,0,0,0,0,0,0,0,0
2055,WIA Fernando (SL),2016-2019,15,0,0,0,0,0,0,0,0,0,0
2056,J Figy John (UAE),2019-2019,1,0,0,0,0,0,0,0,0,0,0
2057,SE Findlay (WI),2008-2009,9,0,0,0,0,0,0,0,0,0,0
2058,R Flannigan (SCOT),2010-2010,1,0,0,0,0,0,0,0,0,0,0
2059,KWR Fletcher (ENG),1971-1982,24,0,0,0,0,0,0,0,0,0,0
2060,BT Foakes (ENG),2019-2019,1,0,0,0,0,0,0,0,0,0,0
2061,PJ Forrest (AUS),2012-2012,15,0,0,0,0,0,0,0,0,0,0
2062,JS Foster (ENG),2001-2002,11,0,0,0,0,0,0,0,0,0,0
2063,G Fowler (ENG),1983-1986,26,0,0,0,0,0,0,0,0,0,0
2064,TJ Franklin (NZ),1983-1988,3,0,0,0,0,0,0,0,0,0,0
2065,BN French (ENG),1985-1988,13,0,0,0,0,0,0,0,0,0,0
2066,PG Fulton (NZ),2004-2009,49,0,0,0,0,0,0,0,0,0,0
2067,RS Gabriel (WI),1984-1984,11,0,0,0,0,0,0,0,0,0,0
2068,DJ Gandhi (INDIA),1999-2000,3,0,0,0,0,0,0,0,0,0,0
2069,HJW Gardiner (SCOT),2013-2015,11,0,0,0,0,0,0,0,0,0,0
2070,LV Garrick (WI),2001-2001,3,0,0,0,0,0,0,0,0,0,0
2071,LK Germon (NZ),1994-1997,37,0,0,0,0,0,0,0,0,0,0
2072,Ghulam Ali (PAK),1993-1995,3,0,0,0,0,0,0,0,0,0,0
2073,Ghulam Shabber (UAE),2017-2019,23,0,0,0,0,0,0,0,0,0,0
2074,T Gibbons (BMUDA),2006-2006,2,0,0,0,0,0,0,0,0,0,0
2075,HH Gibbs (SA),1996-2010,248,0,0,0,0,0,0,0,0,0,0
2076,AC Gilchrist (AUS/ICC),1996-2008,287,0,0,0,0,0,0,0,0,0,0
2077,PG Gillespie (IRE),2006-2007,5,0,0,0,0,0,0,0,0,0,0
2078,DM Gondaria (KENYA),2013-2013,2,0,0,0,0,0,0,0,0,0,0
2079,HM Goonatilleke (SL),1982-1982,6,0,0,0,0,0,0,0,0,0,0
2080,IJ Gould (ENG),1983-1983,18,0,0,0,0,0,0,0,0,0,0
2081,ZE Green (NAM),2019-2019,5,0,0,0,0,0,0,0,0,0,0
2082,AE Greenidge (WI),1978-1978,1,0,0,0,0,0,0,0,0,0,0
2083,AFG Griffith (WI),1996-2000,9,0,0,0,0,0,0,0,0,0,0
2084,R Gunasekera (CAN),2008-2014,19,0,0,0,0,0,0,0,0,0,0
2085,AAW Gunawardena (SL),1994-1994,1,0,0,0,0,0,0,0,0,0,0
2086,DA Gunawardene (SL),1998-2006,61,0,0,0,0,0,0,0,0,0,0
2087,SK Gupta (KENYA),1996-2001,10,0,0,0,0,0,0,0,0,0,0
2088,Gurdeep Singh (KENYA),2013-2013,1,0,0,0,0,0,0,0,0,0,0
2089,Gursharan Singh (INDIA),1990-1990,1,0,0,0,0,0,0,0,0,0,0
2090,BJ Haddin (AUS),2001-2015,126,0,0,0,0,0,0,0,0,0,0
2091,BG Hadlee (NZ),1975-1975,2,0,0,0,0,0,0,0,0,0,0
2092,Hafizur Rahman (BDESH),1986-1986,2,0,0,0,0,0,0,0,0,0,0
2093,RS Haire (IRE),2008-2008,2,0,0,0,0,0,0,0,0,0,0
2094,OJ Hairs (SCOT),2010-2010,5,0,0,0,0,0,0,0,0,0,0
2095,AD Hales (ENG),2014-2019,70,0,0,0,0,0,0,0,0,0,0
2096,JD Hall (IRE),2010-2010,3,0,0,0,0,0,0,0,0,0,0
2097,JH Hampshire (ENG),1971-1972,3,0,0,0,0,0,0,0,0,0,0
2098,Hamza Tariq (CAN),2011-2014,7,0,0,0,0,0,0,0,0,0,0
2099,PSP Handscomb (AUS),2017-2019,22,0,0,0,0,0,0,0,0,0,0
2100,Harilal Shah (EAf),1975-1975,3,0,0,0,0,0,0,0,0,0,0
2101,Haroon Rasheed (PAK),1977-1982,12,0,0,0,0,0,0,0,0,0,0
2102,JV Harris (CAN),2003-2003,6,0,0,0,0,0,0,0,0,0,0
2103,RG Hart (NZ),2002-2002,2,0,0,0,0,0,0,0,0,0,0
2104,RT Hart (NZ),1985-1985,1,0,0,0,0,0,0,0,0,0,0
2105,BR Hartland (NZ),1992-1994,16,0,0,0,0,0,0,0,0,0,0
2106,Harunur Rashid (BDESH),1988-1988,2,0,0,0,0,0,0,0,0,0,0
2107,Hasan Raza (PAK),1996-1999,16,0,0,0,0,0,0,0,0,0,0
2108,BF Hastings (NZ),1973-1975,11,0,0,0,0,0,0,0,0,0,0
2109,FC Hayes (ENG),1973-1975,6,0,0,0,0,0,0,0,0,0,0
2110,Hazratullah Zazai (AFG),2018-2019,16,0,0,0,0,0,0,0,0,0,0
2111,RGA Headley (WI),1973-1973,1,0,0,0,0,0,0,0,0,0,0
2112,IA Healy (AUS),1988-1997,168,0,0,0,0,0,0,0,0,0,0
2113,SP Heaney (CAN),2006-2006,4,0,0,0,0,0,0,0,0,0,0
2114,SD Heazlett (AUS),2017-2017,1,0,0,0,0,0,0,0,0,0,0
2115,JG Heron (ZIM),1983-1983,6,0,0,0,0,0,0,0,0,0,0
2116,SO Hetmyer (WI),2017-2019,43,0,0,0,0,0,0,0,0,0,0
2117,PD Heyn (SL),1975-1975,2,0,0,0,0,0,0,0,0,0,0
2118,AMJ Hilditch (AUS),1979-1985,8,0,0,0,0,0,0,0,0,0,0
2119,RIC Holder (WI),1993-1997,37,0,0,0,0,0,0,0,0,0,0
2120,KA Hope (WI),2017-2017,7,0,0,0,0,0,0,0,0,0,0
2121,SD Hope (WI),2016-2019,72,0,0,0,0,0,0,0,0,0,0
2122,GJ Hopkins (NZ),2004-2010,25,0,0,0,0,0,0,0,0,0,0
2123,MJ Horne (NZ),1997-2002,50,0,0,0,0,0,0,0,0,0,0
2124,PA Horne (NZ),1987-1987,4,0,0,0,0,0,0,0,0,0,0
2125,JM How (NZ),2005-2011,41,0,0,0,0,0,0,0,0,0,0
2126,LG Howell (NZ),1998-1998,12,0,0,0,0,0,0,0,0,0,0
2127,PJ Hughes (AUS),2013-2014,25,0,0,0,0,0,0,0,0,0,0
2128,Humayun Farhat (PAK),2001-2001,5,0,0,0,0,0,0,0,0,0,0
2129,GW Humpage (ENG),1981-1981,3,0,0,0,0,0,0,0,0,0,0
2130,N Hussain (ENG),1989-2003,88,0,0,0,0,0,0,0,0,0,0
2131,RO Hussain (SCOT),2006-2010,8,0,0,0,0,0,0,0,0,0,0
2132,KH Butt (HKG),2008-2008,2,0,0,0,0,0,0,0,0,0,0
2133,DP Hyatt (WI),2011-2011,9,0,0,0,0,0,0,0,0,0,0
2134,Ibrahim Zadran (AFG),2019-2019,1,0,0,0,0,0,0,0,0,0,0
2135,Ihsanullah (AFG),2017-2018,16,0,0,0,0,0,0,0,0,0,0
2136,Ikram Alikhil (AFG),2019-2019,12,0,0,0,0,0,0,0,0,0,0
2137,Imam-ul-Haq (PAK),2017-2019,37,0,0,0,0,0,0,0,0,0,0
2138,Imran Abbas (PAK),2000-2000,2,0,0,0,0,0,0,0,0,0,0
2139,Imrul Kayes (BDESH),2008-2018,78,0,0,0,0,0,0,0,0,0,0
2140,Imtiaz Abbasi (UAE),1994-1996,7,0,0,0,0,0,0,0,0,0,0
2141,PJ Ingram (NZ),2010-2010,8,0,0,0,0,0,0,0,0,0,0
2142,IT Iqbal (KENYA),1996-1996,3,0,0,0,0,0,0,0,0,0,0
2143,RD Jacobs (WI),1996-2004,147,0,0,0,0,0,0,0,0,0,0
2144,W Jaffer (INDIA),2006-2006,2,0,0,0,0,0,0,0,0,0,0
2145,Jahangir Alam (BDESH),1997-1999,3,0,0,0,0,0,0,0,0,0,0
2146,Jahurul Islam (BDESH),2010-2013,14,0,0,0,0,0,0,0,0,0,0
2147,WR James (ZIM),1992-1996,11,0,0,0,0,0,0,0,0,0,0
2148,PA Jaques (AUS),2006-2007,6,0,0,0,0,0,0,0,0,0,0
2149,Jatinder Singh (OMAN),2019-2019,5,0,0,0,0,0,0,0,0,0,0
2150,Javed Omar (BDESH),1995-2007,59,0,0,0,0,0,0,0,0,0,0
2151,Javed Qadeer (PAK),1995-1995,1,0,0,0,0,0,0,0,0,0,0
2152,Jawahir Shah (EAf),1975-1975,3,0,0,0,0,0,0,0,0,0,0
2153,RSA Jayasekera (SL),1982-1982,2,0,0,0,0,0,0,0,0,0,0
2154,SA Jayasinghe (SL),1979-1979,2,0,0,0,0,0,0,0,0,0,0
2155,HAPW Jayawardene (SL),2003-2007,6,0,0,0,0,0,0,0,0,0,0
2156,LR Johnson (WI),2008-2015,6,0,0,0,0,0,0,0,0,0,0
2157,MR Johnson (USA),2004-2004,2,0,0,0,0,0,0,0,0,0,0
2158,GO Jones (ENG/PNG),2004-2014,51,0,0,0,0,0,0,0,0,0,0
2159,MA Jones (SCOT),2018-2019,8,0,0,0,0,0,0,0,0,0,0
2160,RA Jones (NZ),2003-2003,5,0,0,0,0,0,0,0,0,0,0
2161,C Jonker (SA),2018-2018,2,0,0,0,0,0,0,0,0,0,0
2162,S Jora (NEPAL),2019-2019,1,0,0,0,0,0,0,0,0,0,0
2163,SC Joseph (WI),2000-2005,13,0,0,0,0,0,0,0,0,0,0
2164,DI Joyce (IRE),2006-2007,3,0,0,0,0,0,0,0,0,0,0
2165,EC Joyce (ENG/IRE),2006-2018,78,0,0,0,0,0,0,0,0,0,0
2166,R Kaia (ZIM),2015-2015,1,0,0,0,0,0,0,0,0,0,0
2167,M Kaif (INDIA),2002-2006,125,0,0,0,0,0,0,0,0,0,0
2168,AV Kale (INDIA),2003-2003,1,0,0,0,0,0,0,0,0,0,0
2169,RS Kaluwitharana (SL),1990-2004,189,0,0,0,0,0,0,0,0,0,0
2170,Kamran Akmal (PAK),2002-2017,157,0,0,0,0,0,0,0,0,0,0
2171,TS Kamunhukamwe (ZIM),2018-2019,3,0,0,0,0,0,0,0,0,0,0
2172,RB Kanhai (WI),1973-1975,7,0,0,0,0,0,0,0,0,0,0
2173,M Karg (NAM),2003-2003,3,0,0,0,0,0,0,0,0,0,0
2174,IA Karim (KENYA),2011-2014,9,0,0,0,0,0,0,0,0,0,0
2175,SS Karim (INDIA),1997-2000,34,0,0,0,0,0,0,0,0,0,0
2176,KD Karthik (INDIA),2004-2019,94,0,0,0,0,0,0,0,0,0,0
2177,F Kasteni (ZIM),2007-2007,3,0,0,0,0,0,0,0,0,0,0
2178,SM Katich (AUS),2001-2006,45,0,0,0,0,0,0,0,0,0,0
2179,MF Kent (AUS),1981-1981,5,0,0,0,0,0,0,0,0,0,0
2180,RB Kerr (AUS),1985-1985,4,0,0,0,0,0,0,0,0,0,0
2181,D Keulder (NAM),2003-2003,6,0,0,0,0,0,0,0,0,0,0
2182,RWT Key (ENG),2003-2004,5,0,0,0,0,0,0,0,0,0,0
2183,SP Khakurel (NEPAL),2018-2018,2,0,0,0,0,0,0,0,0,0,0
2184,Khaled Mashud (BDESH),1995-2006,126,0,0,0,0,0,0,0,0,0,0
2185,Khalid Latif (PAK),2008-2010,5,0,0,0,0,0,0,0,0,0,0
2186,SC Khanna (INDIA),1979-1984,10,0,0,0,0,0,0,0,0,0,0
2187,UT Khawaja (AUS),2013-2019,40,0,0,0,0,0,0,0,0,0,0
2188,GK Khoda (INDIA),1998-1998,2,0,0,0,0,0,0,0,0,0,0
2189,AR Khurasiya (INDIA),1999-2001,12,0,0,0,0,0,0,0,0,0,0
2190,Khurram Manzoor (PAK),2008-2009,7,0,0,0,0,0,0,0,0,0,0
2191,Khurram Nawaz (OMAN),2019-2019,3,0,0,0,0,0,0,0,0,0,0
2192,C Kieswetter (ENG),2010-2013,46,0,0,0,0,0,0,0,0,0,0
2193,BA King (WI),2019-2019,1,0,0,0,0,0,0,0,0,0,0
2194,SMH Kirmani (INDIA),1976-1986,49,0,0,0,0,0,0,0,0,0,0
2195,H Klaasen (SA),2018-2019,14,0,0,0,0,0,0,0,0,0,0
2196,NV Knight (ENG),1996-2003,100,0,0,0,0,0,0,0,0,0,0
2197,APE Knott (ENG),1971-1977,20,0,0,0,0,0,0,0,0,0,0
2198,LJ Koen (SA),1997-2000,5,0,0,0,0,0,0,0,0,0,0
2199,JP Kotze (NAM),2019-2019,5,0,0,0,0,0,0,0,0,0,0
2200,P Krishnamurthy (INDIA),1976-1976,1,0,0,0,0,0,0,0,0,0,0
2201,CK Kruger (HKG),2008-2008,2,0,0,0,0,0,0,0,0,0,0
2202,N Kruger (NL),2011-2011,2,0,0,0,0,0,0,0,0,0,0
2203,DSBP Kuruppu (SL),1983-1990,54,0,0,0,0,0,0,0,0,0,0
2204,BM Laird (AUS),1979-1982,23,0,0,0,0,0,0,0,0,0,0
2205,SB Lama (HKG),2004-2004,1,0,0,0,0,0,0,0,0,0,0
2206,JL Langer (AUS),1994-1997,8,0,0,0,0,0,0,0,0,0,0
2207,TWM Latham (NZ),2012-2019,95,0,0,0,0,0,0,0,0,0,0
2208,WM Lawry (AUS),1971-1971,1,0,0,0,0,0,0,0,0,0,0
2209,WK Lees (NZ),1979-1983,31,0,0,0,0,0,0,0,0,0,0
2210,E Lewis (WI),2016-2019,48,0,0,0,0,0,0,0,0,0,0
2211,GFJ Liebenberg (SA),1995-1998,4,0,0,0,0,0,0,0,0,0,0
2212,Liton Das (BDESH),2015-2019,33,0,0,0,0,0,0,0,0,0,0
2213,GD Lloyd (ENG),1996-1998,6,0,0,0,0,0,0,0,0,0,0
2214,TA Lloyd (ENG),1984-1984,3,0,0,0,0,0,0,0,0,0,0
2215,DR Lockhart (SCOT),2006-2010,14,0,0,0,0,0,0,0,0,0,0
2216,JD Love (ENG),1981-1981,3,0,0,0,0,0,0,0,0,0,0
2217,MB Loye (ENG),2007-2007,7,0,0,0,0,0,0,0,0,0,0
2218,BW Luckhurst (ENG),1975-1975,3,0,0,0,0,0,0,0,0,0,0
2219,MJ Lumb (ENG),2014-2014,3,0,0,0,0,0,0,0,0,0,0
2220,MA Lynch (ENG),1988-1988,3,0,0,0,0,0,0,0,0,0,0
2221,CA Lynn (AUS),2017-2018,4,0,0,0,0,0,0,0,0,0,0
2222,C McAuslan (HKG),2017-2017,2,0,0,0,0,0,0,0,0,0,0
2223,NFI McCallum (SCOT),2006-2011,43,0,0,0,0,0,0,0,0,0,0
2224,RB McCosker (AUS),1975-1982,14,0,0,0,0,0,0,0,0,0,0
2225,BB McCullum (NZ),2002-2016,260,0,0,0,0,0,0,0,0,0,0
2226,PD McGlashan (NZ),2009-2009,4,0,0,0,0,0,0,0,0,0,0
2227,JA Maclean (AUS),1979-1979,2,0,0,0,0,0,0,0,0,0,0
2228,H McLeod (EAf),1975-1975,2,0,0,0,0,0,0,0,0,0,0
2229,NJ MacRae (SCOT),2006-2006,2,0,0,0,0,0,0,0,0,0,0
2230,EB McSweeney (NZ),1986-1987,16,0,0,0,0,0,0,0,0,0,0
2231,DL Maddy (ENG),1998-2000,8,0,0,0,0,0,0,0,0,0,0
2232,TN Madondo (ZIM),1998-2001,13,0,0,0,0,0,0,0,0,0,0
2233,Mahbubur Rahman (BDESH),1999-1999,1,0,0,0,0,0,0,0,0,0,0
2234,JP Maher (AUS),1998-2003,26,0,0,0,0,0,0,0,0,0,0
2235,Mahmood Hamid (PAK),1995-1995,1,0,0,0,0,0,0,0,0,0,0
2236,DJ Malan (ENG),2019-2019,1,0,0,0,0,0,0,0,0,0,0
2237,JS Malhotra (USA),2019-2019,5,0,0,0,0,0,0,0,0,0,0
2238,G Malla (NEPAL),2018-2019,6,0,0,0,0,0,0,0,0,0,0
2239,GA Manou (AUS),2009-2009,4,0,0,0,0,0,0,0,0,0,0
2240,A Maregwede (ZIM),2003-2005,11,0,0,0,0,0,0,0,0,0,0
2241,RW Marsh (AUS),1971-1984,92,0,0,0,0,0,0,0,0,0,0
2242,SE Marsh (AUS),2008-2019,73,0,0,0,0,0,0,0,0,0,0
2243,CA Marshall (CAN),1979-1979,2,0,0,0,0,0,0,0,0,0,0
2244,HJH Marshall (NZ),2003-2007,66,0,0,0,0,0,0,0,0,0,0
2245,JAH Marshall (NZ),2005-2008,10,0,0,0,0,0,0,0,0,0,0
2246,JJ Martin (INDIA),1999-2001,10,0,0,0,0,0,0,0,0,0,0
2247,Masood Iqbal (PAK),1984-1984,1,0,0,0,0,0,0,0,0,0,0
2248,SJ Massiah (USA),2004-2004,2,0,0,0,0,0,0,0,0,0,0
2249,EH Mattis (WI),1981-1981,2,0,0,0,0,0,0,0,0,0,0
2250,BM Mauricette (CAN),1979-1979,3,0,0,0,0,0,0,0,0,0,0
2251,TMK Mawoyo (ZIM),2006-2014,7,0,0,0,0,0,0,0,0,0,0
2252,MP Maynard (ENG),1994-2000,14,0,0,0,0,0,0,0,0,0,0
2253,RD McCann (IRE),2010-2010,8,0,0,0,0,0,0,0,0,0,0
2254,JA McCollum (IRE),2019-2019,8,0,0,0,0,0,0,0,0,0,0
2255,SS McKechnie (HKG),2017-2018,8,0,0,0,0,0,0,0,0,0,0
2256,V Mehra (UAE),1994-1996,6,0,0,0,0,0,0,0,0,0,0
2257,PS Mehta (EAf),1975-1975,1,0,0,0,0,0,0,0,0,0,0
2258,LRD Mendis (SL),1975-1989,79,0,0,0,0,0,0,0,0,0,0
2259,MC Mendis (SL),1995-1995,1,0,0,0,0,0,0,0,0,0,0
2260,DA Miller (SA),2010-2019,126,0,0,0,0,0,0,0,0,0,0
2261,DA Minors (BMUDA),2006-2007,20,0,0,0,0,0,0,0,0,0,0
